nconst	primary_name	birth_year	death_year	primary_profession	known_for_titles
nm0855294	Choomporn Theppitak	NULL	NULL	actor,director	tt1202013,tt0255493,tt1202048,tt7840310
nm1190283	Phil McCordic	NULL	NULL	writer,actor,director	tt9348940,tt4570674,tt1987491,tt3618380
nm13702259	Judy Tsao	NULL	NULL		NULL
nm13702932	Ann Vandergust	NULL	NULL		NULL
nm7262853	Ernie Coupe	NULL	NULL	actor	tt4604666
nm8595824	Kate Newell Coupe	NULL	NULL	actress	tt4604666
nm8407256	Alyce Ferenc	NULL	NULL	actress	tt4604666
nm7262852	Mandy Gennaro	NULL	NULL	actress	tt4604666,tt6022202,tt7043282
nm4704233	Trevor Clark Thalin	NULL	NULL	director,writer,editor	tt11884600,tt3370330,tt4604666,tt3324624
nm7262855	Joseph Monninger	NULL	NULL	writer,producer	tt4604666
nm7262851	Marena Harris	NULL	NULL	actress,composer	tt6962752,tt4604666
nm12717858	Donovan Ricondo	NULL	NULL	actor,writer,editorial_department	tt4605146
nm11957656	Dakota Widenor	NULL	NULL	actor,writer,editorial_department	tt20416216,tt4605146
nm9844423	Kaylie Law	NULL	NULL	actress,writer,producer	tt4605146,tt8111418,tt11252384,tt15055824
nm10714901	Emily Koller	NULL	NULL	producer,writer,actress	tt11126902,tt11120478,tt10373748,tt4605146
nm11978720	Ethan Tinsley	NULL	NULL	actor,writer,director	tt4605146
nm6021233	Joey Karlik	NULL	NULL	actor,producer,production_designer	tt9014136,tt4605146,tt5144118,tt11238786
nm11957662	Tyler Zapata	NULL	NULL	actor,writer	tt4605146
nm11957659	Kristen Guillen	NULL	NULL	actress	tt4605146
nm11957660	Alexzandra Urrabazo	NULL	NULL	actress,writer	tt11126902,tt4605146
nm12717857	Brayden Burton	NULL	NULL	actor,writer,editorial_department	NULL
nm7351973	Zachary Roger Brown	NULL	NULL	miscellaneous,music_department,actor	tt1230052,tt4718836,tt4700726,tt5241724
nm0213292	Rachel Coleman	1974	NULL	actress,writer,producer	tt4700726,tt5241724,tt1230052,tt1552979
nm0164682	Cam Clarke	1957	NULL	actor,miscellaneous,casting_department	tt0180825,tt0414853,tt0094625,tt0131613
nm2392850	Emma Penrose	NULL	NULL	actress,soundtrack	tt0877512,tt5179022,tt5009208,tt13771768
nm1248730	Christopher Robin Miller	1969	NULL	actor,director,writer	tt4630444,tt5056958,tt0816520,tt3019718
nm7360015	Carla Oliver	NULL	NULL	actress	tt4700726
nm0369981	Brianne Brozey	1963	NULL	actress,location_management,miscellaneous	tt0120855,tt0277249,tt0118266,tt2722786
nm0113518	Emilie de Azevedo Brown	1971	NULL	actress,producer,writer	tt0094625,tt0213338,tt1230052,tt0088595
nm7360033	Jameson Hanes	NULL	NULL	actor	tt5181886,tt4700726,tt5182146
nm7360032	Gweneth Bateman	NULL	NULL	actress	tt4700726,tt5181886,tt5182146
nm7395759	José Luis Sánchez Maldonado	NULL	NULL	director,writer	tt4777694
nm7410545	Ramón Ramos	NULL	NULL	writer	tt4777694
nm0579076	Melissa Mendez	1964	NULL	actress	tt1102316,tt8154598,tt0126744,tt1284482
nm1915640	Andrea Torres	1990	NULL	actress,soundtrack,publicist	tt6973396,tt7736492,tt2912180,tt2230275
nm4342110	Mikael Daez	1988	NULL	actor	tt2912180,tt2230275,tt1886693,tt3457500
nm4341463	Pancho Magno	1986	NULL	actor	tt7115994,tt2887928,tt10359166,tt5861134
nm1295381	Cris Villonco	NULL	NULL	actress,soundtrack,producer	tt10405390,tt3886528,tt0344838,tt6099554
nm9171055	Mico Angeles	NULL	NULL	actor	tt0484249,tt7278792,tt4906318
nm2995617	Mercedes Cabral	1986	NULL	actress,composer	tt3031000,tt0762073,tt4729492,tt1732648
nm0530155	Maria Isabel Lopez	NULL	NULL	actress,producer	tt1961250,tt0360945,tt1423592,tt4170330
nm1259022	Joko Diaz	NULL	NULL	actor	tt0409291,tt0419830,tt0361407,tt6896960
nm0580158	Glydel Mercado	NULL	NULL	actress,miscellaneous	tt1126377,tt1050616,tt2973256,tt0261301
nm4326017	Carlee Ryski	NULL	NULL	actress	tt6719444,tt1844058,tt4925050,tt6510950
nm6348070	Riley Alexander	NULL	NULL	actor,sound_department	tt3588546,tt3689150,tt4925050,tt11137964
nm5156607	Gin Fedotov	NULL	NULL	actor,miscellaneous,producer	tt13853104,tt12879758,tt2265116,tt8162460
nm6245524	Sarah Troyer	NULL	NULL	actress,director,writer	tt5034212,tt4866692,tt4878326,tt2392748
nm5553340	Justin Kueber	NULL	NULL	producer,director,writer	tt13097506,tt8879916,tt6316272,tt4925050
nm4853466	Sam Reid	NULL	NULL	cinematographer,editor,producer	tt13475872,tt13450472,tt4040894,tt2748612
nm6275926	Geoff Manchester	NULL	NULL	composer,sound_department	tt8879916,tt4925050,tt3390536,tt6316272
nm7546726	Caitlin Kamminga	NULL	NULL	camera_department,production_designer,script_department	tt6316272,tt4925050
nm7520758	Maria Autillo	NULL	NULL	actress	tt4930046
nm4599485	Laia Cobo	NULL	NULL	actress,director,producer	tt4696796,tt2413134,tt9805688,tt4930046
nm6444621	Andrea Garriga	NULL	NULL	actress,director,producer	tt8126410,tt5036132,tt3684380,tt4930046
nm6534475	Olga Molina	NULL	NULL	actress,producer,director	tt7798588,tt9805688,tt4930046,tt10204316
nm3871279	Aniez	NULL	NULL	actor,producer,writer	tt13904004,tt8464480,tt8126410,tt10883502
nm6701070	Christian Cánovas	NULL	NULL	actor,producer	tt20222182,tt11102994,tt8020772,tt0472642
nm7514964	Kevin Gallego	NULL	NULL	actor	tt9455030,tt4930046
nm7520755	Ramon Lsd	NULL	NULL	actor,writer	tt4930046
nm3383609	Mario Monzo	NULL	NULL	actor	tt4930046,tt1370705
nm7520658	Luis Garriga	NULL	NULL	actor	tt4930046
nm5742235	Seo Bum Suk	NULL	NULL	actor	tt2373543,tt4934240
nm1033743	Yoon Son Ha	NULL	NULL	actress	tt4934240,tt5079024,tt0805319,tt0807715
nm4889211	Kim Gyu-Sun	NULL	NULL	actress	tt8865580,tt3737080,tt12504168,tt2308860
nm1135644	Il-hwa Choi	1959	NULL	actor	tt1038110,tt1772685,tt1982229,tt2625030
nm8125221	Ik-Ryeong Jeon	NULL	NULL	actress	tt4934240,tt6352982,tt10726604,tt9225192
nm2518549	Hee-seok Yun	NULL	NULL	actor	tt11691684,tt1535491,tt3143378,tt9143820
nm3673936	Tam-hee Park	NULL	NULL	actress	tt10036232,tt2068995,tt0301214,tt1672137
nm1654495	Yeon-hong Ahn	NULL	NULL	actress	tt0805191,tt5122716,tt0416819,tt1926325
nm2286711	Seo Do Young	NULL	NULL	actor	tt5690210,tt2315142,tt5110420,tt4934240
nm7105023	Lee Mi Young	NULL	NULL	actress	tt4934240,tt4425008
nm7526204	Douglas Brown	NULL	NULL	camera_department,sound_department,actor	tt5076738,tt4949460
nm7541714	Steven Arkee Brown	NULL	NULL	actor	tt5076738,tt4949460
nm7541712	Philip Grogan	NULL	NULL	actor	tt4949460,tt5076738
nm7526205	Donyale Hale	NULL	NULL	actress	tt4949460,tt5076738
nm7526202	Ramon 'R.L.' Terry	NULL	NULL	director,writer,producer	tt4949460,tt5076738,tt5884676
nm7583831	Charles Hairston Jr.	NULL	NULL	composer	tt4949460
nm7583429	Myke Mcpherson	NULL	NULL	composer	tt4949460
nm7583428	Kris Richie	NULL	NULL	composer	tt4949460
nm7526203	Malik Sims	NULL	NULL	actor,writer,composer	tt5076738,tt4949460,tt5884676
nm2569297	Étienne Dubaille	NULL	NULL	actor,executive	tt4959762,tt1570577,tt0463352
nm4595016	Kyan Khojandi	NULL	NULL	writer,director,actor	tt5296536,tt6135074,tt13072048,tt2044128
nm5367280	Samuel Aouizerate	NULL	NULL	actor	tt2870612,tt3098306,tt2094898,tt4787478
nm4443932	Solal Forte	NULL	NULL	actor	tt2404311,tt6938828,tt4120176,tt17971678
nm7554456	Florence Fauquet	NULL	NULL	actress,director,writer	tt5470450,tt12211526,tt4964074,tt5618822
nm4594990	Bruno Muschio	NULL	NULL	writer,director,art_director	tt3814316,tt2044128,tt6135074,tt5296536
nm3049233	Harry Tordjman	NULL	NULL	producer,actor,writer	tt13684694,tt14734230,tt6135074,tt13684462
nm4595691	Josselin Billot	1982	NULL	cinematographer,camera_department,editorial_department	tt5247042,tt5942478,tt6478866,tt2044128
nm4532124	Valentin Féron	NULL	NULL	editor,editorial_department,sound_department	tt2044128,tt6340604,tt10341034,tt5078204
nm6848464	Marc Riso	NULL	NULL	actor	tt6960736,tt7491128,tt11469136,tt9303772
nm4970259	Gabriela Smith	NULL	NULL	actress,casting_director,producer	tt3466094,tt4972442,tt11784676
nm6662818	Janel Tanna	NULL	NULL	actress,producer,writer	tt6142244,tt9327496,tt3835314,tt4972442
nm2057822	Dave Vescio	1970	NULL	actor	tt1621427,tt3225318,tt9740414,tt1205558
nm1977933	Dre Swain	NULL	NULL	actress,director,producer	tt5361432,tt6796304,tt5731524,tt4599552
nm0140033	Carlos Carrasco	1948	NULL	actor,producer,director	tt1904996,tt6654362,tt0111257,tt0106469
nm1881313	Linda Palmer	NULL	NULL	producer,director,production_designer	tt3466094,tt3429162,tt1991059,tt6842862
nm7375280	Azucena Martinez	NULL	NULL	actress,writer,script_department	tt4972442,tt3723940,tt6142244,tt5297328
nm7546985	Elisa Rial	NULL	NULL	writer,script_department,miscellaneous	tt3769702,tt10563320,tt8899954,tt4972442
nm5641779	Marvin Glover	NULL	NULL	producer,camera_department,art_department	tt3564858,tt3466094,tt4209090,tt5789154
nm6655173	Krisd Mauga	NULL	NULL	producer,camera_department,art_director	tt6086580,tt3633598,tt6570984,tt10752310
nm5813479	Ranjô Miyake	NULL	NULL	writer	tt3066352
nm1780055	Naoki Urasawa	1960	NULL	writer,soundtrack	tt1754360,tt2870698,tt1621068,tt1155705
nm9522997	Kaiji Kawaguchi	NULL	NULL		NULL
nm4128005	Akiko Higashimura	NULL	NULL	writer,actress	tt10116478,tt3673764,tt2183372,tt17068230
nm3412448	Inio Asano	NULL	NULL	writer,soundtrack	tt1095875,tt1415228,tt4981726,tt14820290
nm1278275	Takao Saitô	1936	2021	writer,actor	tt2055631,tt0174699,tt0076281,tt0199664
nm6226680	Daisuke Igarashi	NULL	NULL	writer	tt3474602,tt6083230,tt9850064,tt3474600
nm0407477	Ryoichi Ikegami	1944	NULL	writer	tt0101016,tt0099791,tt0112750,tt1661404
nm3190281	Kengo Hanazawa	NULL	NULL	writer,actor	tt5504766,tt3775202,tt15378218,tt1590962
nm1245945	Tsutomu Takahashi	1965	NULL	writer,producer,director	tt0398563,tt0499518,tt0468765,tt0331834
NULL	NULL	NULL	NULL	NULL	NULL
nm7556784	Khashim Arslanov	1956	2020	actor	tt0170456,tt5038252
nm0454062	Mashrab Kimsanov	1955	NULL	actor	tt0170416,tt0152509,tt5038252,tt0263580
nm0756461	Pulat Saidkasymov	1931	2019	actor	tt0376509,tt0266070,tt5038070,tt0383298
nm7594586	Agzamdzhan Shakirdzhanov	NULL	NULL	actor	tt5038252
nm0007826	Shukhrat Abbasov	1931	2018	director,writer	tt0311480,tt5038158,tt5038252,tt5038070
nm2734534	Makhmud Tuychiev	NULL	NULL	writer	tt5038252,tt0257288,tt7665098
nm0758298	Enmark Salikhov	1934	NULL	composer	tt5847256,tt0101380,tt5458284,tt1925501
nm1069151	Renat Galiyev	NULL	NULL	cinematographer	tt0298955,tt5038252,tt2773656,tt0311577
nm0638182	Kakhramon Nuritdinov	1953	NULL	production_designer,art_department	tt5116564,tt0083364,tt0261151,tt0311577
nm7620484	Ozzy Broadhead	NULL	NULL		tt5072986
nm7620490	Bern Bryant	NULL	NULL		tt5072986
nm7620486	Jackson Cheal	NULL	NULL		tt5072986
nm7620494	Dix Davis	NULL	NULL		tt5072986
nm7049657	Parker Davis	NULL	NULL	actor,editor,writer	tt3703148,tt13402810,tt5342904,tt8946724
nm7620495	Hailey Davis	NULL	NULL	cinematographer,camera_department,producer	tt5072986,tt5342904,tt5643984,tt14596596
nm1664512	Christian Davis	NULL	NULL	music_department,composer,soundtrack	tt0810913,tt3703148,tt3566726,tt8690580
nm7634383	Carol Gimeno	NULL	NULL	actress	tt5079346
nm4556406	Miki Loma	NULL	NULL	director,writer,actor	tt12697566,tt5079346,tt2290914,tt3279834
nm4249046	Emilio Moya	1977	2018	actor,transportation_department	tt1806892,tt2320590,tt12697566,tt2215271
nm2340294	Marc Velasco	NULL	NULL	actor,special_effects,costume_designer	tt11909562,tt17632804,tt2705402,tt1260686
nm5679300	Paqui Castillo	NULL	NULL	actress	tt2921050,tt5079346
nm7625536	Henry Slim	NULL	NULL	actor,writer,composer	tt5079346,tt5574356,tt5527486,tt5577924
nm4150387	Txema Lorente	NULL	NULL	actor,assistant_director,stunts	tt3315554,tt3277072,tt3510480,tt2356734
nm0603913	Dani Moreno	NULL	NULL	actor,writer,director	tt1179409,tt2316758,tt2320590,tt2145606
nm7625535	Kike Monli	NULL	NULL	actor	tt5079346
nm5193974	Ramón Camuñas	NULL	NULL	actor,producer,writer	tt5574446,tt2315898,tt5527486,tt5083800
NULL	NULL	NULL	NULL	NULL	NULL
nm7637939	Jason Bigelow	NULL	NULL	actor	tt5087514
nm6644386	Michael D. Anglin	NULL	NULL	actor,producer,director	tt5203456,tt14254148,tt7527880,tt6982132
nm7637943	Donald Ansardi	NULL	NULL	actor	tt5087514
nm2206163	John M. Barry	NULL	NULL	actor,writer,miscellaneous	tt0496360,tt5087514,tt0094416,tt1702441
nm7637944	Dorothy Benge	NULL	NULL	actor,producer	tt5087514
nm0239490	David DuBos	NULL	NULL	writer,producer,director	tt5087514,tt0817887,tt0484831,tt4063092
nm1498772	Holly Amber Church	NULL	NULL	composer,music_department,miscellaneous	tt4063092,tt6521776,tt6053472,tt9135260
nm3252439	Gabe Mayhan	NULL	NULL	cinematographer,camera_department,director	tt2950418,tt4027504,tt6093618
nm6049834	Eric Berris	NULL	NULL	miscellaneous,actor	tt5774060,tt2404435,tt1860242,tt8155288
nm7637938	Evie Bigelow	NULL	NULL	actress	tt5087514
nm0403955	Bashir Hossain	1934	1978	editor,director,assistant_director	tt5251802,tt1019962,tt5327016,tt5250890
nm2593193	Abdur Razzak	1942	2017	actor,director,producer	tt5327378,tt5293478,tt5305512,tt5336778
nm7509824	Sujata	NULL	NULL	actress,producer	tt5930924,tt5341006,tt5921070,tt5609416
nm2518312	Anwar Hossain	1931	2013	actor	tt0374681,tt0249836,tt5806374,tt5251802
nm0759619	Rosy Samad	1946	2007	actress,producer	tt0070809,tt3902726,tt5832958,tt5251802
nm7601361	Narayan Ghosh Mita	NULL	NULL	director,writer,producer	tt5076822,tt5251802,tt5557586,tt5954772
nm7624081	Ismail Mohammad	NULL	NULL	writer	tt5443450,tt5796796,tt5921070,tt6767468
nm7634885	Imdad Ali	NULL	NULL	producer	tt5495974,tt5578714,tt5091300
nm4464085	Satya Saha	1934	1999	composer,music_department,writer	tt0383177,tt6573392,tt5617222,tt5336778
nm0411256	Baby Islam	NULL	2010	cinematographer,writer,director	tt5808898,tt5310490,tt5779000,tt5657370
nm7664875	Tony Karlsson	NULL	NULL	actor,producer	tt5122948
nm7725308	Renzo Ambrosini	NULL	NULL	actor	tt5122948
nm7660407	Nick Barnes	NULL	NULL	actor,producer	tt0384686,tt0446755,tt5122948
nm7766695	Doris Beger	NULL	NULL	actress	tt5122948
nm7660408	Sucheep Bhusry	NULL	NULL	actor,producer	tt5122948
nm0999139	James With	1967	NULL	producer,actor,writer	tt0462499,tt0814022,tt2101307,tt0116629
nm3600610	Al Caudullo	NULL	NULL	director,cinematographer,producer	tt15410810,tt18022340,tt15497258,tt14060706
nm7767106	Davor Bogdanovic	NULL	NULL	actor	tt2915370,tt5122948
nm7231199	Eddie J. Briton	NULL	NULL	actor,stunts	tt3981382,tt5122948,tt5563718,tt7265634
nm7709067	Jack Chawla	NULL	NULL	actor	tt5122948
nm0320367	Vincent Giordano	NULL	NULL	director,cinematographer,producer	tt4016630,tt4355426,tt4015684,tt4011894
nm2234011	Camus Celli	NULL	NULL	composer,soundtrack,producer	tt0388482,tt0117924,tt4355426,tt1231287
nm7665566	Steven Miloszewski	NULL	NULL	editor,editorial_department	tt5128292,tt5646172,tt8961828,tt14043930
nm0036250	Peter Arnett	1934	NULL	writer,actor,producer	tt2761110,tt2463670,tt1607733,tt0179626
nm3372904	Malcolm W. Browne	1931	2012		tt0396288,tt2364584,tt0170980,tt0249273
nm2533612	Horst Faas	1933	2012		tt1166091
nm0354727	David Halberstam	1934	2007	writer	tt0324902,tt0117518,tt0064482,tt0132654
nm1265993	Thomas D. Herman	NULL	NULL	producer,director,writer	tt5128292,tt0319758
nm0186109	Bestor Cram	NULL	NULL	cinematographer,producer,director	tt0118206,tt0278792,tt0486531,tt11143486
nm1504043	Michael Josephs	NULL	NULL	composer,music_department	tt5128292,tt1058042,tt5825892,tt1865461
nm0027586	William A. Anderson	NULL	NULL	editor,editorial_department,director	tt0116913,tt0192924,tt0206771,tt0176357
nm7990831	Steve Miloszewski	NULL	NULL	camera_department,editor,visual_effects	tt2213924,tt5128292,tt14687406
nm7668940	Nicolás Guzmán	NULL	NULL	director,writer,editor	tt10092514,tt10933674,tt14375066,tt5131890
nm7668941	Claudia Mazuela	NULL	NULL	producer	tt5131890
nm7668945	Patricio Alfaro	NULL	NULL	cinematographer,camera_department	tt7761014,tt5305262
nm7668943	Martín Santapau	NULL	NULL	editor,actor,location_management	tt10933674,tt5131890,tt11042856,tt7217298
nm7673968	John Paine	NULL	NULL		tt5136570
nm7673977	Jeffrey Elliott	NULL	NULL		tt5136570
nm7673974	Ac Musgrave	NULL	NULL		tt5136570
nm7673970	John Paine II	NULL	NULL		tt5136570
nm5892014	Jonathon Link	NULL	NULL	director,cinematographer,writer	tt16233120,tt12439210,tt5136570,tt3134910
nm5892021	Katie Norris	NULL	NULL	producer	tt5136570,tt3134910,tt12439210
nm7673978	David White	NULL	NULL	cinematographer	tt5136570
nm6959519	Brian Massey	NULL	NULL	assistant_director,editor,director	tt4257720,tt5136570
nm3501374	Robert Macfarlane	NULL	NULL	camera_department,director,cinematographer	tt2191918,tt1462691,tt2957960,tt10752356
nm7705880	Hansley Adjodha	NULL	NULL	actor	tt12981804,tt5171170
nm1193620	Patti-Anne Ali	NULL	NULL	actress	tt2016153,tt5171170,tt0282771,tt2121286
nm3334053	Eunice Alleyne	NULL	NULL	actress	tt4921868,tt1267434,tt5171170
nm7705881	Sarah DeGale	NULL	NULL	actress	tt5171170
nm7703627	Joanne Johnson	NULL	NULL	director,writer,producer	tt5171170
nm7703630	Tracy Farrag	NULL	NULL	producer	tt5171170
nm4019897	Louris Lee-Sing	NULL	NULL	actress,producer,casting_department	tt1267434
nm5580966	Jason Dasent	NULL	NULL	composer,sound_department	tt2723350,tt5171170
nm3406501	Sean Edghill	NULL	NULL	cinematographer,camera_department,producer	tt2454602,tt13809826,tt2816196,tt13419166
nm1745923	Melody Gilbert	NULL	NULL	producer,director,cinematographer	tt3353428,tt11620252,tt7737398,tt0452639
nm6362443	Martina Bozhilova	NULL	NULL	producer	tt5213932,tt3600924
nm1358909	Nina Altaparmakova	1964	NULL	editor,editorial_department,producer	tt1178197,tt1909015,tt1721464,tt1616539
nm5213615	Roxann Nadine Remekie	NULL	NULL	actress,writer,producer	tt5881316,tt6273962,tt7942806,tt4433142
nm1036361	Brooke Burke	1971	NULL	producer,actress	tt0384257,tt1597420,tt0420798,tt0312172
nm6068682	Jimmy Ace Lewis	1997	NULL	actor,stunts,art_department	tt15223834,tt5247284,tt18334866,tt9363342
nm8439617	Mehdi Barakchian	NULL	NULL	actor,producer,writer	tt8421350,tt8543390,tt5363912,tt7335184
nm8607651	Ezra Frech	NULL	NULL	actor	tt0044298,tt3544772,tt9022950,tt5247284
nm0992955	Debrah Constance	NULL	NULL		tt5247284,tt7060748,tt0896232
nm5851309	Deion Smith	1996	NULL	actor,writer,cinematographer	tt10293938,tt1064899,tt14641842,tt4354880
nm6713767	Arischa Conner	NULL	NULL	actress,director,writer	tt7414406,tt8005626,tt13820498,tt9174558
nm5967992	Nthenya Ndunda	NULL	NULL	actress,producer,writer	tt4742556,tt9055740,tt4818638,tt2642222
nm12048318	Hunter Gardner	NULL	NULL	actor,writer,director	tt18304160,tt16245924,tt16978344,tt13428254
nm7784952	Jason Schappert	NULL	NULL	producer	tt1700449,tt5264812
nm3573025	Ariel Tweto	1987	NULL	producer,actress,sound_department	tt3596100,tt1640647,tt9140632,tt1781092
nm7784953	Mark Baker	NULL	NULL		tt5264812
nm7784954	Jack Pelton	NULL	NULL	producer	tt10436192,tt9815144,tt5264812
nm5459019	J. Edward Ellis	NULL	NULL	director,cinematographer,camera_department	tt5264812,tt4896048,tt2463712
nm7784957	Lu Rubino	NULL	NULL	composer	tt5264812
nm0252784	Jamal El-Amin	NULL	NULL	editorial_department,editor,producer	tt0120533,tt0395251,tt0118954,tt0313737
nm0290593	Lídia Franco	1944	NULL	actress,miscellaneous	tt6526530,tt1940835,tt8106534,tt0299360
nm7249023	Inês Lopes Gonçalves	NULL	NULL	actress,writer	tt11692216,tt11226238,tt4589646,tt10442478
nm0411199	Júlio Isidro	1945	NULL	writer,producer,actor	tt2152433,tt0179488,tt2131852,tt1653978
nm1436477	Nuno Markl	1971	NULL	writer,actor,script_department	tt4747860,tt4747848,tt0118337,tt7156402
nm1467862	Fernando Alvim	1974	NULL	actor,writer	tt10244726,tt6350270,tt0120573,tt3915610
nm3666902	Álvaro Costa	NULL	NULL		tt2042756,tt1528964,tt1463146,tt5376982
nm3205790	João Gobern	NULL	NULL		tt13446288,tt2139401,tt5376982,tt2042740
nm0952608	Mário Zambujal	1936	NULL	writer,actor	tt15336884,tt0094504,tt0106086,tt12827254
nm0195960	Lena D'Água	1956	NULL	actress	tt0923173,tt0084657,tt0488443,tt0496210
nm0210725	Simone de Oliveira	1938	NULL	actress,writer,soundtrack	tt0135105,tt0083904,tt1029427,tt0072841
nm7922369	Barry Lewis	NULL	NULL	writer,producer,director	tt18345972,tt5528432,tt5463164,tt9170580
nm4260482	Stuart Ashen	1976	NULL	writer,producer,director	tt5193522,tt2902898,tt3783574,tt7391550
nm7922370	Boston	NULL	NULL		tt5463164
nm6079723	Emma Blackery	NULL	NULL	actress,composer,make_up_department	tt4875050,tt3547216
nm5167039	Robert Barron	NULL	NULL	writer,producer	tt2725156,tt5510930,tt20565474,tt14390866
nm8892525	George Nick	NULL	NULL		tt6499816,tt5510930,tt0123366,tt5062308
nm1453522	Matt Leonard	1971	NULL	director,editor,camera_department	tt7130254,tt2725156,tt0368475,tt5510930
nm2615110	Steve Mullen	NULL	NULL	composer	tt2113113,tt2725156,tt5510930,tt1380707
nm2368699	John Cummings	NULL	NULL	cinematographer,camera_department	tt5996718,tt0860294,tt1251921,tt5510930
nm3696175	Ila Bêka	NULL	NULL	director,cinematographer,editor	tt1552682,tt13066868,tt5532258,tt5479554
nm7982179	Louise Lemoine	NULL	NULL	director,editor,producer	tt4250058,tt13066868,tt5532258,tt5723572
